0,0,0,1,410000
0,0,1,1,410000
1000,1,iperf3 -c 10.0.0.2 -t 406 -i 0.1 -J --logfile sv-test-c.log &
0,5,1,0,30,90,2,1500,1,2000,82,2,4000,46
23811,2,0,2,1,2,1,0
42406,2,0,2,55,0,0,0
45860,2,0,2,26,0,0,0
58675,2,0,1,34,4,1,0
79224,2,0,2,12,2,1,0
123962,2,0,2,52,1,22,0
142472,2,0,2,22,0,0,0
190047,2,0,2,79,0,0,0
213668,2,0,2,64,0,0,0
224271,2,0,2,61,0,0,0
248088,2,0,2,20,1,22,0
271899,2,0,2,1,2,1,0
286364,2,0,2,16,0,0,0
290870,2,0,2,32,1,65,0
296699,2,0,2,36,0,0,0
315212,2,0,1,31,0,0,0
321447,2,0,1,36,2,5,0
328783,2,0,1,31,0,0,0
336433,2,0,1,27,3,4,0
348477,2,0,2,21,1,1,0
369738,2,0,2,66,1,22,0
378472,2,0,2,59,0,0,0
388746,2,0,2,56,4,4,0
393990,2,0,2,64,0,0,0
395679,2,0,2,17,3,1,0
